phase,episode_id,ticker,start_date,end_date,trading_days,episode_return
A2,4,XLV,2010-04-20,2010-04-21,2,-0.0153654248783609
A2,6,XLV,2010-04-29,2010-05-07,7,-0.03694122516556286
A2,8,XLV,2010-05-14,2010-06-02,13,-0.03982898509765609
A2,14,XLV,2010-08-09,2010-08-10,2,0.005048700055171773
A2,16,XLV,2010-08-19,2010-08-23,3,-0.01739989389121066
A2,18,XLV,2010-09-07,2011-03-11,130,0.1326242459942517
A2,20,XLV,2011-03-28,2011-04-18,16,0.026630128124250474
A2,22,XLV,2011-04-21,2011-05-25,24,0.04304511697744573
A2,25,XLV,2011-07-06,2011-07-28,17,-0.043502442681456754
A2,35,XLV,2011-10-31,2011-11-18,15,-0.039754715244011196
A2,37,XLV,2011-12-02,2011-12-14,9,-0.017388976003312684
A2,39,XLV,2011-12-22,2011-12-23,2,0.013690681921551429
A2,41,XLV,2011-12-30,2012-03-14,51,0.06417233655150656
A2,43,XLV,2012-04-09,2012-04-18,8,-0.012796650623409844
A2,45,XLV,2012-04-30,2012-05-04,5,-0.015454248597193798
A2,48,XLV,2012-08-07,2012-10-11,47,0.05378285259935778
A2,53,XLV,2013-01-15,2013-02-26,29,0.02893994848638637
A2,55,XLV,2013-03-01,2013-06-13,73,0.12383004449566348
A2,57,XLV,2013-07-08,2013-09-03,41,0.027374710878025788
A2,59,XLV,2013-09-06,2013-12-24,77,0.10550984180490053
A2,61,XLV,2014-01-06,2014-03-26,56,0.05430467991722443
A2,64,XLV,2014-04-02,2014-04-08,5,-0.03227981928450008
A2,66,XLV,2014-04-29,2014-05-01,3,0.009007465999434805
A2,68,XLV,2014-05-14,2014-05-15,2,-0.009401778704987485
A2,70,XLV,2014-05-28,2014-08-07,51,0.012045585916149015
A2,72,XLV,2014-08-15,2014-09-29,31,0.04182634230276627
A2,74,XLV,2014-10-06,2014-10-13,6,-0.0454901139547369
A2,76,XLV,2014-10-27,2014-12-17,37,0.052292397858274775
A2,78,XLV,2014-12-22,2015-01-02,8,-0.025280589441224577
A2,80,XLV,2015-01-26,2015-01-28,3,-0.01635198438140406
A2,82,XLV,2015-02-03,2015-03-26,37,0.043968211322210404
A2,84,XLV,2015-04-10,2015-06-17,48,0.020971856315084025
A2,86,XLV,2015-06-22,2015-06-30,7,-0.017435006038177048
A2,88,XLV,2015-07-15,2015-08-19,26,-0.012519860457608
A2,95,XLV,2015-10-27,2015-12-22,40,0.03323802348321592
A2,97,XLV,2015-12-31,2016-01-04,2,-0.02682989977716088
A2,103,XLV,2016-04-14,2016-04-29,12,-0.003427025936591832
A2,105,XLV,2016-05-24,2016-06-20,19,0.019792607066003942
A2,107,XLV,2016-06-24,2016-06-27,2,-0.042028661732645745
A2,110,XLV,2016-07-12,2016-09-13,45,-0.025717648222612244
A2,112,XLV,2016-09-19,2016-11-01,32,-0.07086396714689125
A2,114,XLV,2016-11-10,2016-11-11,2,-0.0040971685152786375
A2,116,XLV,2016-11-21,2016-12-02,9,-0.01850744806432192
A2,118,XLV,2016-12-09,2017-04-17,87,0.1003543260048898
A2,120,XLV,2017-04-21,2017-06-05,31,0.041554331836872516
A2,122,XLV,2017-06-08,2017-08-21,52,0.018662380497545428
A2,124,XLV,2017-08-30,2018-01-25,102,0.1355559386204943
A2,126,XLV,2018-02-05,2018-03-26,35,-0.060816015517466626
A2,129,XLV,2018-04-19,2018-04-20,2,-0.013696864380167595
A2,131,XLV,2018-05-08,2018-07-05,41,0.05222682682252411
A2,133,XLV,2018-07-10,2018-10-11,67,0.03923890647398376
A2,140,XLV,2019-03-11,2019-05-14,46,-0.015587080239439
A2,142,XLV,2019-06-11,2019-08-06,40,-0.00915595820797066
A2,144,XLV,2019-08-23,2019-08-26,2,-0.01287705660675409
A2,146,XLV,2019-09-03,2019-10-02,22,-0.0252172430610198
A2,150,XLV,2019-10-17,2019-10-21,3,0.0026254783694701356
A2,152,XLV,2019-10-25,2020-01-09,52,0.12948305422021567
A2,154,XLV,2020-01-29,2020-02-11,10,0.01986679188464069
A2,156,XLV,2020-02-26,2020-03-10,10,-0.019252612191098195
A2,165,XLV,2020-05-22,2020-06-03,8,0.029876118236746407
A2,167,XLV,2020-09-25,2020-09-28,2,0.025248884300371977
A2,169,XLV,2020-10-26,2020-11-02,6,-0.04015950510726829
A2,171,XLV,2020-11-06,2020-11-09,2,0.009737959274633834
A2,173,XLV,2020-11-13,2020-12-18,25,0.02059246894663458
A2,175,XLV,2020-12-23,2021-02-11,34,0.04807764819886318
A2,177,XLV,2021-02-19,2021-02-25,5,-0.019169369540143366
A2,179,XLV,2021-03-08,2021-04-16,29,0.07858479814887653
A2,181,XLV,2021-04-21,2021-05-10,14,0.018445511183739827
A2,184,XLV,2021-05-24,2021-10-05,94,0.02185953951535935
A2,186,XLV,2021-10-08,2021-10-11,2,-0.012776394581126005
A2,188,XLV,2021-10-20,2022-01-10,57,0.058100701155308965
A2,199,XLV,2022-08-24,2022-08-31,6,-0.03548528971862941
A2,201,XLV,2022-09-13,2022-09-23,9,-0.0620443874491432
A2,207,XLV,2023-01-13,2023-01-20,5,-0.006970460088387198
A2,209,XLV,2023-02-23,2023-03-03,7,-0.0051602309992676565
A2,211,XLV,2023-03-16,2023-03-22,5,-0.00023207386261248075
A2,213,XLV,2023-04-11,2023-05-30,35,-0.05013861451652868
A2,215,XLV,2023-06-09,2023-06-13,3,0.011767284746457163
A2,217,XLV,2023-06-23,2023-07-14,15,-0.0055874774598834165
A2,219,XLV,2023-07-24,2023-08-14,16,-0.0011745371925393489
A2,221,XLV,2023-08-31,2023-09-22,16,-0.03067925117075221
A2,227,XLV,2023-11-09,2023-12-27,33,0.06497937335416482
A2,229,XLV,2024-01-03,2024-01-22,13,0.00929528725760731
A2,231,XLV,2024-02-01,2024-04-17,53,-0.010258443698796471
A2,233,XLV,2024-05-07,2024-07-25,55,0.058729060487490825
A2,235,XLV,2024-08-15,2024-09-06,16,0.014430663450951897
A2,237,XLV,2024-09-23,2024-10-02,8,-0.011654705183790526
A2,239,XLV,2024-10-11,2025-01-08,61,-0.07661310667385313
A2,241,XLV,2025-01-22,2025-02-27,26,0.03312266092526439
A2,248,XLV,2025-05-29,2025-07-18,35,0.007524806840392362
A2,250,XLV,2025-07-23,2025-10-29,70,0.08319074969770335
A2,252,XLV,2025-11-03,2026-02-04,64,0.08626978271820973
A2,254,XLV,2026-02-11,2026-02-12,2,0.00431336358047707
A2,256,XLV,2026-02-23,2026-02-27,5,0.02155326168310223
A2,258,XLV,2026-04-16,2026-05-11,18,-0.03200918673118047
A2,260,XLV,2026-05-20,2026-05-22,3,0.017444915515641313
A2,262,XLV,2026-06-09,2026-06-16,6,0.0018998723211107738
A2,264,XLV,2026-06-25,2026-07-17,16,0.05047270900759071
A2,2,GLD,2010-03-16,2010-04-14,21,0.04309706665412483
A2,4,GLD,2010-04-20,2010-04-21,2,0.010436311442107993
A2,6,GLD,2010-04-29,2010-05-07,7,0.034642631170058724
A2,8,GLD,2010-05-14,2010-06-02,13,-0.0064697975704401944
A2,14,GLD,2010-08-09,2010-08-10,2,-0.0009334095754860439
A2,16,GLD,2010-08-19,2010-08-23,3,-0.0036599770166237944
A2,18,GLD,2010-09-07,2011-03-11,130,0.13425242514697433
A2,20,GLD,2011-03-28,2011-04-18,16,0.04789601057048665
A2,22,GLD,2011-04-21,2011-05-25,24,0.01419796471709689
A2,25,GLD,2011-07-06,2011-07-28,17,0.0656370800034729
A2,35,GLD,2011-10-31,2011-11-18,15,-0.011791062714146427
A2,37,GLD,2011-12-02,2011-12-14,9,-0.09868540359194566
A2,39,GLD,2011-12-22,2011-12-23,2,-0.005408539601100659
A2,41,GLD,2011-12-30,2012-03-14,51,0.06139424777943736
A2,43,GLD,2012-04-09,2012-04-18,8,0.006316720456204461
A2,45,GLD,2012-04-30,2012-05-04,5,-0.011835441841114847
A2,48,GLD,2012-08-07,2012-10-11,47,0.09609727433906157
A2,53,GLD,2013-01-15,2013-02-26,29,-0.03293297193597455
A2,55,GLD,2013-03-01,2013-06-13,73,-0.1258823170381438
A2,57,GLD,2013-07-08,2013-09-03,41,0.15522061478101046
A2,59,GLD,2013-09-06,2013-12-24,77,-0.12178516524795668
A2,61,GLD,2014-01-06,2014-03-26,56,0.05130356861105145
A2,64,GLD,2014-04-02,2014-04-08,5,0.021881813450018495
A2,66,GLD,2014-04-29,2014-05-01,3,-0.008648256129190401
A2,68,GLD,2014-05-14,2014-05-15,2,0.0013643512923526835
A2,70,GLD,2014-05-28,2014-08-07,51,0.03553550993251964
A2,72,GLD,2014-08-15,2014-09-29,31,-0.07347002579896289
A2,74,GLD,2014-10-06,2014-10-13,6,0.03411566191337845
A2,76,GLD,2014-10-27,2014-12-17,37,-0.034474033659974146
A2,78,GLD,2014-12-22,2015-01-02,8,-0.006011979020593805
A2,80,GLD,2015-01-26,2015-01-28,3,-0.006520205796509582
A2,82,GLD,2015-02-03,2015-03-26,37,-0.05669004178903991
A2,84,GLD,2015-04-10,2015-06-17,48,-0.007150952366948404
A2,86,GLD,2015-06-22,2015-06-30,7,-0.023888116177808505
A2,88,GLD,2015-07-15,2015-08-19,26,-0.019776005546846553
A2,95,GLD,2015-10-27,2015-12-22,40,-0.07915282841845717
A2,97,GLD,2015-12-31,2016-01-04,2,0.014494194904779878
A2,103,GLD,2016-04-14,2016-04-29,12,0.04108785906156198
A2,105,GLD,2016-05-24,2016-06-20,19,0.03216885523612456
A2,107,GLD,2016-06-24,2016-06-27,2,0.054699855644310125
A2,110,GLD,2016-07-12,2016-09-13,45,-0.02738025732817928
A2,112,GLD,2016-09-19,2016-11-01,32,-0.01863101109184384
A2,114,GLD,2016-11-10,2016-11-11,2,-0.036689693764783704
A2,116,GLD,2016-11-21,2016-12-02,9,-0.026139835834513736
A2,118,GLD,2016-12-09,2017-04-17,87,0.09563501118697393
A2,120,GLD,2017-04-21,2017-06-05,31,-0.0018858292002751353
A2,122,GLD,2017-06-08,2017-08-21,52,0.0025316880009347287
A2,124,GLD,2017-08-30,2018-01-25,102,0.028532415238726516
A2,126,GLD,2018-02-05,2018-03-26,35,0.014953709935718207
A2,129,GLD,2018-04-19,2018-04-20,2,-0.009542442199950929
A2,131,GLD,2018-05-08,2018-07-05,41,-0.04431240793601565
A2,133,GLD,2018-07-10,2018-10-11,67,-0.028283698727859408
A2,140,GLD,2019-03-11,2019-05-14,46,-0.0030934326338847296
A2,142,GLD,2019-06-11,2019-08-06,40,0.10835395861048824
A2,144,GLD,2019-08-23,2019-08-26,2,0.019731320122718055
A2,146,GLD,2019-09-03,2019-10-02,22,-0.017321777343750067
A2,150,GLD,2019-10-17,2019-10-21,3,-0.004415713694222001
A2,152,GLD,2019-10-25,2020-01-09,52,0.03179537934581256
A2,154,GLD,2020-01-29,2020-02-11,10,0.0
A2,156,GLD,2020-02-26,2020-03-10,10,0.007697277575284156
A2,165,GLD,2020-05-22,2020-06-03,8,-0.016332782104680366
A2,167,GLD,2020-09-25,2020-09-28,2,0.007181911133732122
A2,169,GLD,2020-10-26,2020-11-02,6,-0.004086406907933271
A2,171,GLD,2020-11-06,2020-11-09,2,-0.04291254118530263
A2,173,GLD,2020-11-13,2020-12-18,25,0.0027278683179388086
A2,175,GLD,2020-12-23,2021-02-11,34,-0.01879763124556355
A2,177,GLD,2021-02-19,2021-02-25,5,-0.0030062528738669103
A2,179,GLD,2021-03-08,2021-04-16,29,0.04530606221892519
A2,181,GLD,2021-04-21,2021-05-10,14,0.0338179062187538
A2,184,GLD,2021-05-24,2021-10-05,94,-0.06504202104593082
A2,186,GLD,2021-10-08,2021-10-11,2,-0.0014620217337352193
A2,188,GLD,2021-10-20,2022-01-10,57,0.016983968633572655
A2,199,GLD,2022-08-24,2022-08-31,6,-0.02150273335461339
A2,201,GLD,2022-09-13,2022-09-23,9,-0.047438275193577684
A2,207,GLD,2023-01-13,2023-01-20,5,0.015002229991174287
A2,209,GLD,2023-02-23,2023-03-03,7,0.0166804300953034
A2,211,GLD,2023-03-16,2023-03-22,5,0.029347374055915365
A2,213,GLD,2023-04-11,2023-05-30,35,-0.016584772913921464
A2,215,GLD,2023-06-09,2023-06-13,3,-0.010902347594765716
A2,217,GLD,2023-06-23,2023-07-14,15,0.020932900913698704
A2,219,GLD,2023-07-24,2023-08-14,16,-0.028104047222679118
A2,221,GLD,2023-08-31,2023-09-22,16,-0.009427751430680975
A2,227,GLD,2023-11-09,2023-12-27,33,0.0653869103616016
A2,229,GLD,2024-01-03,2024-01-22,13,-0.01835150994965551
A2,231,GLD,2024-02-01,2024-04-17,53,0.16524276940264948
A2,233,GLD,2024-05-07,2024-07-25,55,0.014544632561334314
A2,235,GLD,2024-08-15,2024-09-06,16,0.01958447389185447
A2,237,GLD,2024-09-23,2024-10-02,8,0.014243824997361987
A2,239,GLD,2024-10-11,2025-01-08,61,0.012519533788143633
A2,241,GLD,2025-01-22,2025-02-27,26,0.04661631400999444
A2,248,GLD,2025-05-29,2025-07-18,35,0.015075267853753127
A2,250,GLD,2025-07-23,2025-10-29,70,0.14837074657039362
A2,252,GLD,2025-11-03,2026-02-04,64,0.2332120157618327
A2,254,GLD,2026-02-11,2026-02-12,2,-0.023810509068716845
A2,256,GLD,2026-02-23,2026-02-27,5,0.03228629815300321
A2,258,GLD,2026-04-16,2026-05-11,18,-0.013190749832692306
A2,260,GLD,2026-05-20,2026-05-22,3,0.005637927883885174
A2,262,GLD,2026-06-09,2026-06-16,6,0.000906224681191059
A2,264,GLD,2026-06-25,2026-07-17,16,0.0068047391315113614
A3,3,QQQ,2010-04-15,2010-04-19,3,-0.0082145436398402
A3,5,QQQ,2010-04-22,2010-04-28,5,-0.013192285770309065
A3,42,QQQ,2012-03-15,2012-04-05,16,0.020228217654312486
A3,60,QQQ,2013-12-26,2014-01-03,6,-0.009262343185561739
A3,121,QQQ,2017-06-06,2017-06-07,2,-6.992809174377612e-05
A3,125,QQQ,2018-01-26,2018-02-02,6,-0.022215393422621244
A3,153,QQQ,2020-01-10,2020-01-28,12,0.01123339896324893
A3,155,QQQ,2020-02-12,2020-02-25,9,-0.07172120983729646
A3,166,QQQ,2020-06-04,2020-09-24,79,0.12320533491861174
A3,168,QQQ,2020-09-29,2020-10-23,19,0.0272003718384759
A3,172,QQQ,2020-11-10,2020-11-12,3,-0.0006580814791097289
A3,174,QQQ,2020-12-21,2020-12-22,2,0.0008436056211449383
A3,176,QQQ,2021-02-12,2021-02-18,4,-0.006306338219912444
A3,180,QQQ,2021-04-19,2021-04-20,2,-0.016373952159940197
A3,214,QQQ,2023-05-31,2023-06-08,7,0.009057829059929468
A3,216,QQQ,2023-06-14,2023-06-22,6,0.009393647283463702
A3,218,QQQ,2023-07-17,2023-07-21,5,-0.009074964519754869
A3,228,QQQ,2023-12-28,2024-01-02,3,-0.02165254361808233
A3,230,QQQ,2024-01-23,2024-01-31,7,-0.011286957341813508
A3,249,QQQ,2025-07-21,2025-07-22,2,-1.792034798697717e-05
A3,251,QQQ,2025-10-30,2025-10-31,2,-0.010538469402316175
A3,259,QQQ,2026-05-12,2026-05-19,6,-0.016486869560107364
A3,261,QQQ,2026-05-26,2026-06-08,10,-0.0020486627659929146
A3,263,QQQ,2026-06-17,2026-06-24,5,-0.02529121426644121
A3,3,QLD,2010-04-15,2010-04-19,3,-0.01682569757477259
A3,5,QLD,2010-04-22,2010-04-28,5,-0.026685467975709365
A3,42,QLD,2012-03-15,2012-04-05,16,0.03877952166546361
A3,60,QLD,2013-12-26,2014-01-03,6,-0.018876032186177283
A3,121,QLD,2017-06-06,2017-06-07,2,-0.00023942559611667136
A3,125,QLD,2018-01-26,2018-02-02,6,-0.04598117421088077
A3,153,QLD,2020-01-10,2020-01-28,12,0.01911572200889955
A3,155,QLD,2020-02-12,2020-02-25,9,-0.141203163497154
A3,166,QLD,2020-06-04,2020-09-24,79,0.2318348613513359
A3,168,QLD,2020-09-29,2020-10-23,19,0.05162006714362666
A3,172,QLD,2020-11-10,2020-11-12,3,-0.0010258310372445179
A3,174,QLD,2020-12-21,2020-12-22,2,0.002230444230314932
A3,176,QLD,2021-02-12,2021-02-18,4,-0.012985793546133939
A3,180,QLD,2021-04-19,2021-04-20,2,-0.033390626071653995
A3,214,QLD,2023-05-31,2023-06-08,7,0.01566810132633356
A3,216,QLD,2023-06-14,2023-06-22,6,0.017161257019384424
A3,218,QLD,2023-07-17,2023-07-21,5,-0.020272068266531496
A3,228,QLD,2023-12-28,2024-01-02,3,-0.04374990384559674
A3,230,QLD,2024-01-23,2024-01-31,7,-0.024816045793513042
A3,249,QLD,2025-07-21,2025-07-22,2,-0.00032963067514357736
A3,251,QLD,2025-10-30,2025-10-31,2,-0.02153563661058233
A3,259,QLD,2026-05-12,2026-05-19,6,-0.0339259407228214
A3,261,QLD,2026-05-26,2026-06-08,10,-0.00912999257132796
A3,263,QLD,2026-06-17,2026-06-24,5,-0.05268724638640865
A3,3,TQQQ,2010-04-15,2010-04-19,3,-0.02423444866348723
A3,5,TQQQ,2010-04-22,2010-04-28,5,-0.04014266741421735
A3,42,TQQQ,2012-03-15,2012-04-05,16,0.05853979513452723
A3,60,TQQQ,2013-12-26,2014-01-03,6,-0.02867291849599063
A3,121,TQQQ,2017-06-06,2017-06-07,2,-0.0005403884578311091
A3,125,TQQQ,2018-01-26,2018-02-02,6,-0.06911206115429602
A3,153,TQQQ,2020-01-10,2020-01-28,12,0.028622978895031403
A3,155,TQQQ,2020-02-12,2020-02-25,9,-0.20746215198142826
A3,166,TQQQ,2020-06-04,2020-09-24,79,0.32117283997402457
A3,168,TQQQ,2020-09-29,2020-10-23,19,0.07385120171164394
A3,172,TQQQ,2020-11-10,2020-11-12,3,-0.005135100796205383
A3,174,TQQQ,2020-12-21,2020-12-22,2,0.004130364017262078
A3,176,TQQQ,2021-02-12,2021-02-18,4,-0.018934048210427323
A3,180,TQQQ,2021-04-19,2021-04-20,2,-0.04856454667222887
A3,214,TQQQ,2023-05-31,2023-06-08,7,0.02001711217291624
A3,216,TQQQ,2023-06-14,2023-06-22,6,0.023302323269501546
A3,218,TQQQ,2023-07-17,2023-07-21,5,-0.030213635743753908
A3,228,TQQQ,2023-12-28,2024-01-02,3,-0.06616231997956545
A3,230,TQQQ,2024-01-23,2024-01-31,7,-0.038714330570778555
A3,249,TQQQ,2025-07-21,2025-07-22,2,-0.0005763403054488414
A3,251,TQQQ,2025-10-30,2025-10-31,2,-0.03225270514304912
A3,259,TQQQ,2026-05-12,2026-05-19,6,-0.0523648892020363
A3,261,TQQQ,2026-05-26,2026-06-08,10,-0.0201695475885304
A3,263,TQQQ,2026-06-17,2026-06-24,5,-0.08083611232852084
A3,3,XLV,2010-04-15,2010-04-19,3,-0.0006269279513105852
A3,5,XLV,2010-04-22,2010-04-28,5,-0.017197341156678703
A3,42,XLV,2012-03-15,2012-04-05,16,0.01945147910921241
A3,60,XLV,2013-12-26,2014-01-03,6,0.004361701802196416
A3,121,XLV,2017-06-06,2017-06-07,2,0.00025896859148577533
A3,125,XLV,2018-01-26,2018-02-02,6,-0.030353931750231156
A3,153,XLV,2020-01-10,2020-01-28,12,-0.0057409782358954775
A3,155,XLV,2020-02-12,2020-02-25,9,-0.06793970161605989
A3,166,XLV,2020-06-04,2020-09-24,79,-0.0015198978713015787
A3,168,XLV,2020-09-29,2020-10-23,19,0.03722959963900352
A3,172,XLV,2020-11-10,2020-11-12,3,-0.0020729226459368366
A3,174,XLV,2020-12-21,2020-12-22,2,-0.013027002491155515
A3,176,XLV,2021-02-12,2021-02-18,4,-0.005154078221937808
A3,180,XLV,2021-04-19,2021-04-20,2,0.004116010763625999
A3,214,XLV,2023-05-31,2023-06-08,7,0.025879854347719666
A3,216,XLV,2023-06-14,2023-06-22,6,0.010909858700918429
A3,218,XLV,2023-07-17,2023-07-21,5,0.03447249115868156
A3,228,XLV,2023-12-28,2024-01-02,3,0.021267379707941902
A3,230,XLV,2024-01-23,2024-01-31,7,0.0022131218385699203
A3,249,XLV,2025-07-21,2025-07-22,2,0.0128186181139891
A3,251,XLV,2025-10-30,2025-10-31,2,0.0018753138985223572
A3,259,XLV,2026-05-12,2026-05-19,6,0.029921758111017382
A3,261,XLV,2026-05-26,2026-06-08,10,0.01841348998134773
A3,263,XLV,2026-06-17,2026-06-24,5,0.007102869146270674
A3,3,GLD,2010-04-15,2010-04-19,3,-0.01663272824667439
A3,5,GLD,2010-04-22,2010-04-28,5,0.017807853650398053
A3,42,GLD,2012-03-15,2012-04-05,16,-0.007896281931383253
A3,60,GLD,2013-12-26,2014-01-03,6,0.02747633491241852
A3,121,GLD,2017-06-06,2017-06-07,2,0.005914676509105377
A3,125,GLD,2018-01-26,2018-02-02,6,-0.012346657935321415
A3,153,GLD,2020-01-10,2020-01-28,12,0.011162123511868405
A3,155,GLD,2020-02-12,2020-02-25,9,0.03819585026256944
A3,166,GLD,2020-06-04,2020-09-24,79,0.09924809355970021
A3,168,GLD,2020-09-29,2020-10-23,19,0.010979074560903745
A3,172,GLD,2020-11-10,2020-11-12,3,0.005026301539919231
A3,174,GLD,2020-12-21,2020-12-22,2,-0.011051898216164258
A3,176,GLD,2021-02-12,2021-02-18,4,-0.028561411120208713
A3,180,GLD,2021-04-19,2021-04-20,2,0.0007814224181186269
A3,214,GLD,2023-05-31,2023-06-08,7,0.002691746381213278
A3,216,GLD,2023-06-14,2023-06-22,6,-0.01567512283984862
A3,218,GLD,2023-07-17,2023-07-21,5,0.004133825884787834
A3,228,GLD,2023-12-28,2024-01-02,3,-0.009709720923960607
A3,230,GLD,2024-01-23,2024-01-31,7,0.006569788054264114
A3,249,GLD,2025-07-21,2025-07-22,2,0.025000781766126412
A3,251,GLD,2025-10-30,2025-10-31,2,0.014104669744318121
A3,259,GLD,2026-05-12,2026-05-19,6,-0.05326123138517225
A3,261,GLD,2026-05-26,2026-06-08,10,-0.03999327731290758
A3,263,GLD,2026-06-17,2026-06-24,5,-0.0797474814920558
B1,10,QQQ,2010-07-13,2010-07-14,2,0.01810069322657326
B1,17,QQQ,2010-08-24,2010-09-03,9,0.03439727621173727
B1,19,QQQ,2011-03-14,2011-03-25,10,0.0076151611778032535
B1,23,QQQ,2011-05-26,2011-06-29,24,-0.006405398189529565
B1,33,QQQ,2011-10-04,2011-10-06,3,0.06433353320607349
B1,36,QQQ,2011-11-21,2011-12-01,8,0.02490984230238391
B1,38,QQQ,2011-12-15,2011-12-21,5,0.007334996154669815
B1,44,QQQ,2012-04-19,2012-04-27,7,0.009458093858695893
B1,46,QQQ,2012-05-07,2012-06-13,27,-0.03972222246286483
B1,49,QQQ,2012-10-12,2012-11-26,29,-0.02293513298125638
B1,54,QQQ,2013-02-27,2013-02-28,2,0.00811284057664885
B1,56,QQQ,2013-06-14,2013-07-05,15,0.0006824803070386576
B1,58,QQQ,2013-09-04,2013-09-05,2,0.01238510223866185
B1,62,QQQ,2014-03-27,2014-03-28,2,-0.0036625554341268574
B1,71,QQQ,2014-08-08,2014-08-14,5,0.028762541390757734
B1,73,QQQ,2014-09-30,2014-10-03,4,-0.004865596125100069
B1,77,QQQ,2014-12-18,2014-12-19,2,0.028572516533514225
B1,79,QQQ,2015-01-05,2015-01-23,14,0.012822973625734813
B1,81,QQQ,2015-01-29,2015-02-02,3,0.010503490917656011
B1,83,QQQ,2015-03-27,2015-04-09,9,0.021027250062167324
B1,85,QQQ,2015-06-18,2015-06-19,2,0.009558026982857903
B1,87,QQQ,2015-07-01,2015-07-14,9,0.02979386922336924
B1,89,QQQ,2015-08-20,2015-08-25,4,-0.10932514480807853
B1,96,QQQ,2015-12-23,2015-12-30,5,0.013329798688543004
B1,98,QQQ,2016-01-05,2016-01-08,4,-0.050136840938628024
B1,104,QQQ,2016-05-02,2016-05-23,16,0.0057705226069453275
B1,108,QQQ,2016-06-28,2016-07-05,5,0.05087034148983682
B1,111,QQQ,2016-09-14,2016-09-16,3,0.01989674982355738
B1,113,QQQ,2016-11-02,2016-11-09,6,0.013263403603964052
B1,115,QQQ,2016-11-14,2016-11-18,5,0.013125934940797501
B1,119,QQQ,2017-04-18,2017-04-20,3,0.008442689889855082
B1,123,QQQ,2017-08-22,2017-08-29,6,0.013612324772602102
B1,127,QQQ,2018-03-27,2018-04-09,9,-0.04057173398852876
B1,132,QQQ,2018-07-06,2018-07-09,2,0.024693762984072665
B1,135,QQQ,2018-11-27,2018-11-28,2,0.035668466934625886
B1,137,QQQ,2018-12-11,2018-12-13,3,0.01244829957532989
B1,141,QQQ,2019-05-15,2019-06-10,18,0.014456668827028674
B1,143,QQQ,2019-08-07,2019-08-22,12,0.025974047405756817
B1,145,QQQ,2019-08-27,2019-08-30,4,0.014338155061557334
B1,148,QQQ,2019-10-07,2019-10-14,6,0.012075659392234428
B1,170,QQQ,2020-11-03,2020-11-05,3,0.09041438141056002
B1,178,QQQ,2021-02-26,2021-03-05,6,-0.013265800377076586
B1,182,QQQ,2021-05-11,2021-05-18,6,-0.010866983200756963
B1,189,QQQ,2022-01-11,2022-01-24,9,-0.07053229030199071
B1,210,QQQ,2023-03-06,2023-03-15,8,-0.0025023710747892336
B1,220,QQQ,2023-08-15,2023-08-30,12,0.017578060809392504
B1,223,QQQ,2023-09-27,2023-10-09,9,0.03486608376935707
B1,225,QQQ,2023-10-24,2023-11-03,9,0.033851560041390893
B1,232,QQQ,2024-04-18,2024-05-06,13,0.0338388701629746
B1,234,QQQ,2024-07-26,2024-08-14,14,0.009732354530638698
B1,240,QQQ,2025-01-10,2025-01-21,7,0.01849519743736039
B1,242,QQQ,2025-02-28,2025-03-17,12,-0.03498120787319914
B1,10,QLD,2010-07-13,2010-07-14,2,0.03646265876328214
B1,17,QLD,2010-08-24,2010-09-03,9,0.06926258104238059
B1,19,QLD,2011-03-14,2011-03-25,10,0.01344782455696003
B1,23,QLD,2011-05-26,2011-06-29,24,-0.01676559670951905
B1,33,QLD,2011-10-04,2011-10-06,3,0.13060479701646677
B1,36,QLD,2011-11-21,2011-12-01,8,0.04622419444967596
B1,38,QLD,2011-12-15,2011-12-21,5,0.011728645020828043
B1,44,QLD,2012-04-19,2012-04-27,7,0.018632458552358067
B1,46,QLD,2012-05-07,2012-06-13,27,-0.08217513606725235
B1,49,QLD,2012-10-12,2012-11-26,29,-0.048232741643636334
B1,54,QLD,2013-02-27,2013-02-28,2,0.01683035146505807
B1,56,QLD,2013-06-14,2013-07-05,15,-0.0005903109816547403
B1,58,QLD,2013-09-04,2013-09-05,2,0.02602673549621537
B1,62,QLD,2014-03-27,2014-03-28,2,-0.006983813278898521
B1,71,QLD,2014-08-08,2014-08-14,5,0.05783379883829198
B1,73,QLD,2014-09-30,2014-10-03,4,-0.01061087148655615
B1,77,QLD,2014-12-18,2014-12-19,2,0.05643379320166986
B1,79,QLD,2015-01-05,2015-01-23,14,0.022104688791155125
B1,81,QLD,2015-01-29,2015-02-02,3,0.02048541142935134
B1,83,QLD,2015-03-27,2015-04-09,9,0.041407258782380385
B1,85,QLD,2015-06-18,2015-06-19,2,0.018645868942244403
B1,87,QLD,2015-07-01,2015-07-14,9,0.05782640697782959
B1,89,QLD,2015-08-20,2015-08-25,4,-0.21031451683938363
B1,96,QLD,2015-12-23,2015-12-30,5,0.026184651644294066
B1,98,QLD,2016-01-05,2016-01-08,4,-0.10014631567426024
B1,104,QLD,2016-05-02,2016-05-23,16,0.009135549307353497
B1,108,QLD,2016-06-28,2016-07-05,5,0.10048078647518222
B1,111,QLD,2016-09-14,2016-09-16,3,0.03993626530210759
B1,113,QLD,2016-11-02,2016-11-09,6,0.025033106984737374
B1,115,QLD,2016-11-14,2016-11-18,5,0.026065800487268476
B1,119,QLD,2017-04-18,2017-04-20,3,0.016179313669253403
