applied_row_week,WALCL,WDTGAL,RRPONTSYD,net_liquidity,growth_26w_log,growth_13w_smooth,p_raw,p_applied,p_raw_source_week
2003-11-21,744.521,5.175,2.75,736.596,0.016087253182715214,0.018522358820302596,,,2003-11-14
2003-11-28,756.964,5.377,2.75,748.8370000000001,0.01482008858017864,0.017836200767896857,,,2003-11-21
2003-12-05,749.981,4.374,2.75,742.857,0.025310317872833187,0.0168487976891031,,,2003-11-28
2003-12-12,756.585,5.162,2.75,748.673,0.01713333052270101,0.01613921032158679,,,2003-12-05
2003-12-19,753.919,7.455,1.75,744.7139999999999,0.026015135048421654,0.01728307304552411,,,2003-12-12
2003-12-26,767.012,4.67,1.75,760.592,0.033938184429248106,0.018511628709433008,,,2003-12-19
2004-01-02,771.551,5.723,1.75,764.0780000000001,0.04436723169942244,0.019859110216781915,,,2003-12-26
2004-01-09,755.829,4.915,2.5,748.414,0.018665561451168315,0.020235270202147184,,,2004-01-02
2004-01-16,752.812,5.398,2.25,745.164,0.02256042430271157,0.020816798105459562,,,2004-01-09
2004-01-23,775.833,7.74,2.25,765.843,0.03960169930079209,0.02235505581324128,,,2004-01-16
2004-01-30,755.279,5.247,2.25,747.782,0.023216634199607525,0.02365595918700477,,,2004-01-23
2004-02-06,754.153,5.728,2.25,746.1750000000001,0.030005794612757843,0.02474491379059449,,,2004-01-30
2004-02-13,750.999,5.247,2.25,743.5020000000001,0.02359281705033861,0.025793420942530475,,,2004-02-06
2004-02-20,758.759,5.004,2.25,751.505,0.014357978393253005,0.02566039980487954,,,2004-02-13
2004-02-27,750.666,5.209,2.25,743.2070000000001,0.015609479031382307,0.025721122147279823,,,2004-02-20
2004-03-05,754.867,4.698,2.25,747.919,0.007358011665139328,0.024340175515918754,,,2004-02-27
2004-03-12,749.95,4.415,2.25,743.2850000000001,0.019824288132023814,0.024547172255097432,,,2004-03-05
2004-03-19,760.638,6.415,2.25,751.9730000000001,0.025292814218664667,0.024491609114346894,,,2004-03-12
2004-03-26,751.51,4.404,2.25,744.856,0.018974461185768548,0.023340553480233082,,,2004-03-19
2004-04-02,760.725,5.884,2.25,752.591,0.0104961546630832,0.020735086015899292,,,2004-03-26
2004-04-09,754.083,4.561,2.25,747.2719999999999,0.025204170310478995,0.021238055928153962,,,2004-04-02
2004-04-16,763.734,4.902,2.25,756.582,0.014256917561091587,0.02059932464033704,,,2004-04-09
2004-04-23,757.984,5.886,2.25,749.8480000000001,0.020061246475280306,0.019096212884528438,,,2004-04-16
2004-04-30,772.927,6.54,2.25,764.1370000000001,0.03466777568644485,0.019977069921977467,,,2004-04-23
2004-05-07,758.838,5.96,2.25,750.6279999999999,0.01866021056629915,0.01910433268763449,,,2004-04-30
2004-05-14,764.835,4.949,2.25,757.6360000000001,0.025934084236921284,0.019284430163525466,,,2004-05-07
2004-05-21,756.874,4.451,2.25,750.173,0.01826427295702531,0.01958491436073872,,,2004-05-14
2004-05-28,771.108,4.844,2.25,764.0139999999999,0.020064777270163862,0.019927629609875763,,,2004-05-21
2004-06-04,764.09,1.592,2.25,760.248,0.0231411326339382,0.021141715838244906,,,2004-05-28
2004-06-11,772.187,5.215,2.25,764.722,0.021210063010395543,0.02124831390581196,,,2004-06-04
2004-06-18,761.834,7.067,2.25,752.5169999999999,0.010423335673500992,0.020104507863876294,,,2004-06-11
2004-06-25,775.261,7.202,2.25,765.809,0.0068357139631605515,0.019170758077521832,,,2004-06-18
2004-07-02,779.578,6.032,2.25,771.2959999999999,0.009402338680883018,0.019086618386583355,,,2004-06-25
2004-07-09,778.163,2.915,2.25,772.998,0.03232016046295992,0.019634002244466507,,,2004-07-02
2004-07-16,775.536,5.369,2.25,767.9169999999999,0.030077326008943493,0.020850956740455114,,,2004-07-09
2004-07-23,776.764,4.879,2.25,769.635,0.0049391885901347255,0.019687721518520843,,,2004-07-16
2004-07-30,773.916,4.447,2.25,767.219,0.02566079699697877,0.018994877003946524,,,2004-07-23
2004-08-06,772.085,5.081,2.25,764.754,0.0245940563412738,0.019451326678944576,,,2004-07-30
2004-08-13,769.265,4.617,2.25,762.398,0.025097273165276247,0.019386956596510345,,,2004-08-06
2004-08-20,767.595,4.665,2.25,760.6800000000001,0.012134907553233069,0.018915466950064783,,,2004-08-13
2004-08-27,775.437,3.668,2.25,769.519,0.03479103814704212,0.020048256248286187,,,2004-08-20
2004-09-03,785.273,6.374,2.25,776.649,0.03769382751103714,0.02116769431575534,,,2004-08-27
2004-09-10,788.602,3.701,2.25,782.651,0.051607323793277836,0.023505945145207822,,,2004-09-03
2004-09-17,789.128,7.626,2.25,779.2520000000001,0.035634066164625534,0.025445232106063555,,,2004-09-10
2004-09-24,782.124,4.845,2.25,775.029,0.03970953690179064,0.02797398771672741,,,2004-09-17
2004-10-01,786.33,5.436,2.25,778.644,0.03403202572315673,0.029868579027671538,,,2004-09-24
2004-10-08,781.777,5.576,2.25,773.951,0.03507932207681143,0.03008082222873704,,,2004-10-01
2004-10-15,795.483,5.466,2.25,787.7669999999999,0.04039143958160015,0.030874215580479862,,,2004-10-08
2004-10-22,784.954,4.785,2.25,777.919,0.03675188632368017,0.03332134617536797,,,2004-10-15
2004-10-29,791.336,4.582,2.25,784.504,0.02630457848667448,0.03337086782842149,,,2004-10-22
2004-11-05,790.552,4.971,2.25,783.331,0.04264515024655085,0.0347594135134428,,,2004-10-29
2004-11-12,800.473,4.565,2.25,793.6579999999999,0.04644957875521735,0.03640189855882288,,,2004-11-05
2004-11-19,794.09,4.851,2.25,786.989,0.04791042459382924,0.03915386140809951,,,2004-11-12
2004-11-26,809.956,4.575,2.25,803.131,0.04993172526684207,0.04031852964808413,,,2004-11-19
2004-12-03,807.063,5.264,2.25,799.549,0.050403122860715605,0.041296167751905546,,,2004-11-26
2004-12-10,808.495,4.831,2.25,801.414,0.04686529838953612,0.040931396567002336,,,2004-12-03
2004-12-17,807.028,5.019,2.25,799.759,0.06088684455305496,0.04287391798149691,,,2004-12-10
2004-12-24,811.333,4.047,2.25,805.036,0.04995420552561683,0.04366196941409893,,,2004-12-17
2004-12-31,810.944,5.734,2.25,802.9599999999999,0.04023268262856565,0.0441389430222073,,,2004-12-24
2005-01-07,815.702,4.791,2.25,808.661,0.04510333212975957,0.04491002071858793,,,2004-12-31
2005-01-14,798.455,4.951,2.25,791.254,0.029937374347160137,0.044105861854400234,,,2005-01-07
2005-01-21,806.96,5.142,2.25,799.568,0.038155205327543656,0.044213809470082036,,,2005-01-14
2005-01-28,807.262,5.117,2.25,799.895,0.041708180410715966,0.04539870192577754,,,2005-01-21
2005-02-04,804.746,5.097,2.25,797.399,0.04180096738591506,0.04533376478265171,,,2005-01-28
2005-02-11,797.299,4.747,2.25,790.302,0.035946421850584394,0.04452582963614148,,,2005-02-04
2005-02-18,795.606,5.01,2.25,788.346,0.03572430969804185,0.04358843618261938,,,2005-02-11
2005-02-25,804.576,4.487,2.25,797.839,0.0361411783765579,0.04252762488336675,,,2005-02-18
2005-03-04,801.252,4.906,2.25,794.096,0.022215849887696298,0.04035937311621141,,,2005-02-25
2005-03-11,799.25,4.599,2.25,792.401,0.012380701768735264,0.03770671183768827,,,2005-03-04
2005-03-18,807.211,4.746,2.25,800.215,0.02654595634654189,0.035065105052571884,,,2005-03-11
2005-03-25,797.094,4.677,2.25,790.167,0.01934386751780525,0.0327104636673556,,,2005-03-18
2005-04-01,807.551,5.198,2.25,800.1030000000001,0.02718652411308283,0.03170691301231847,,,2005-03-25
2005-04-08,797.327,4.53,2.25,790.547,0.021216546830383924,0.02986946798928957,,,2005-04-01
2005-04-15,805.707,4.926,2.25,798.531,0.013571428839038483,0.02861054910404944,,,2005-04-08
2005-04-22,801.793,4.102,2.25,795.441,0.022274272189167575,0.027388938862635902,,,2005-04-15
2005-04-29,809.797,6.356,2.25,801.191,0.02104769962917023,0.025799671110209303,,,2005-04-22
2005-05-06,802.412,4.618,2.25,795.544,0.01547081763106181,0.023774274975220593,,,2005-04-29
2005-05-13,808.378,4.998,2.25,801.13,0.009370593050666952,0.02172998045215002,,,2005-05-06
2005-05-20,801.546,5.08,2.25,794.216,0.009141193361762338,0.01968512534935929,,,2005-05-13
2005-05-27,810.16,5.518,2.25,802.3919999999999,-0.0009205723645056093,0.016834221446200556,,,2005-05-20
2005-06-03,817.335,4.039,2.25,811.046,0.014276953904384477,0.016223537139791952,,,2005-05-27
2005-06-10,814.172,4.626,2.25,807.296,0.007312724123175805,0.01583369270551815,,,2005-06-03
2005-06-17,811.198,9.849,2.25,799.0989999999999,-0.0008255893112308804,0.013728189193381783,,,2005-06-10
2005-06-24,810.429,5.099,2.25,803.0799999999999,-0.0024326615301485115,0.012053071574308415,,,2005-06-17
2005-07-01,810.082,4.173,2.25,803.659,0.000870150351893837,0.010028735131140033,,,2005-06-24
2005-07-08,821.556,4.544,2.25,814.7620000000001,0.00751625266180381,0.008974866348941563,,,2005-07-01
2005-07-15,808.861,4.79,2.25,801.821,0.013266362197651767,0.008951399684219506,,,2005-07-08
2005-07-22,816.804,4.66,2.25,809.894,0.012831793090069422,0.008225055138135033,,,2005-07-15
2005-07-29,814.259,4.417,2.25,807.592,0.009576511441719476,0.007342656046792669,,,2005-07-22
2005-08-05,818.841,4.813,2.25,811.778,0.017871722895853603,0.007527341067161268,,,2005-07-29
2005-08-12,808.544,5.679,2.25,800.615,0.012965031438718824,0.007803836327780643,,,2005-08-05
2005-08-19,813.774,5.669,2.25,805.855,0.021966745796014153,0.008790417284261552,,,2005-08-12
2005-08-26,811.313,4.603,2.25,804.46,0.00826442216446969,0.009496955324951959,,,2005-08-19
2005-09-02,823.237,5.65,2.25,815.337,0.026397163967575462,0.01042927917596665,,,2005-08-26
2005-09-09,822.5,4.445,2.25,815.805,0.029107779005356882,0.012105821859211349,,,2005-09-02
2005-09-16,823.59,5.319,2.25,816.0210000000001,0.019559648365962655,0.013673917065149312,,,2005-09-09
2005-09-23,812.926,5.718,2.25,804.9580000000001,0.018545786618509745,0.015287643845815333,,,2005-09-16
2005-09-30,823.771,4.479,2.25,817.0419999999999,0.020950031747059894,0.01683225010698195,,,2005-09-23
2005-10-07,817.137,4.786,2.25,810.101,0.02443382032862079,0.018133601465967875,,,2005-09-30
2005-10-14,826.306,5.265,2.25,818.791,0.025055072337343498,0.01904042532286724,,,2005-10-07
2005-10-21,814.281,4.469,2.25,807.5619999999999,0.015123154498249131,0.019216683892727213,,,2005-10-14
2005-10-28,819.105,4.727,2.25,812.128,0.013558592628197199,0.01952299783014858,,,2005-10-21
2005-11-04,814.571,4.499,2.25,807.822,0.01531557984912121,0.019326371441938398,,,2005-10-28
2005-11-11,824.991,5.388,2.25,817.353,0.02004783906052488,0.019871202797461938,,,2005-11-04
2005-11-18,823.263,4.416,2.25,816.597,0.027790240556290462,0.02031916393286781,,,2005-11-11
2005-11-25,833.124,4.162,2.25,826.712,0.029859121188715292,0.021980294627040545,,,2005-11-18
2005-12-02,835.059,4.634,2.25,828.175,0.02089971210490553,0.02155741371452747,,,2005-11-25
2005-12-09,833.25,5.076,2.25,825.924,0.022812368001465903,0.02107315132961278,,,2005-12-02
2005-12-16,830.95,4.99,2.25,823.71,0.030333683244067215,0.021901923243313134,,,2005-12-09
2005-12-23,848.317,5.29,2.25,840.777,0.045872128903116684,0.024003949572898284,,,2005-12-16
2005-12-30,847.7,4.243,2.25,841.207,0.04566271538203689,0.025904925237127282,,,2005-12-23
2006-01-06,851.856,3.922,2.25,845.684,0.03724972131718823,0.026890763774709392,,,2005-12-30
2006-01-13,829.357,4.465,2.25,822.6419999999999,0.025635721179582332,0.026935429070266227,,,2006-01-06
2006-01-20,836.042,5.429,2.25,828.363,0.02254808920513017,0.02750657789387246,,,2006-01-13
2006-01-27,828.901,5.266,2.25,821.385,0.0169349593553551,0.027766298411346146,,,2006-01-20
2006-02-03,831.808,5.095,2.25,824.463,0.015505361543902545,0.027780897003252404,,,2006-01-27
2006-02-10,827.613,3.973,2.25,821.3900000000001,0.025617844780855353,0.02820935898173936,,,2006-02-03
2006-02-17,835.24,5.125,2.25,827.865,0.02694627203583454,0.028144438326319673,,,2006-02-10
2006-02-24,840.555,4.334,2.25,833.971,0.036027384698766644,0.02861892013478516,,,2006-02-17
2006-03-03,839.356,5.427,2.25,831.679,0.019845024359789055,0.028537790308237745,,,2006-02-24
2006-03-10,839.234,4.851,2.25,832.133,0.019816927997016492,0.028307371846357017,,,2006-03-03
2006-03-17,843.01,2.844,2.25,837.9159999999999,0.026477766867290135,0.028010762894297245,,,2006-03-10
2006-03-24,838.003,4.414,2.25,831.339,0.032247551763489105,0.026962718498941274,,,2006-03-17
2006-03-31,833.675,4.619,2.25,826.8059999999999,0.011879583547914019,0.02436401605016259,,,2006-03-24
2006-04-07,834.589,4.663,2.25,827.676,0.02146284220672147,0.023149640733972847,,,2006-03-31
2006-04-14,836.862,4.334,2.25,830.278,0.013931722438318915,0.02224933313849104,,,2006-04-07
2006-04-21,836.352,5.245,2.25,828.857,0.026027810936538155,0.02251700404090704,,,2006-04-14
2006-04-28,844.572,5.61,2.25,836.712,0.02982196205029849,0.02350831194051807,,,2006-04-21
2006-05-05,843.867,5.215,2.25,836.4019999999999,0.0347676215295646,0.02499002424710746,,,2006-04-28
2006-05-12,838.405,4.931,2.25,831.2239999999999,0.016828243196682885,0.024313901048324964,,,2006-05-05
2006-05-19,838.153,5.055,2.25,830.8480000000001,0.01730116086150895,0.02357196941953069,,,2006-05-12
2006-05-26,840.251,5.188,2.25,832.813,0.007352739472309777,0.021366227479034,,,2006-05-19
2006-06-02,851.58,2.637,2.25,846.6930000000001,0.022113688512570857,0.02154074010617106,,,2006-05-26
2006-06-09,849.074,5.552,2.25,841.2719999999999,0.018412272574572366,0.02143268968905998,,,2006-06-02
2006-06-16,845.869,4.468,2.25,839.1510000000001,0.018572140219670148,0.02082456456231998,,,2006-06-09
2006-06-23,844.773,5.385,2.25,837.138,-0.004337532837362684,0.01801032728533138,,,2006-06-16
2006-06-30,844.436,4.879,2.25,837.307,-0.004646975858613606,0.016739053484829257,,,2006-06-23
2006-07-07,851.659,5.528,2.25,843.881,-0.0021342779761773893,0.014923890393837035,,,2006-06-30
2006-07-14,844.391,5.024,2.25,837.117,0.017442733551605475,0.015193968171782157,,,2006-07-07
2006-07-21,849.894,5.272,2.25,842.372,0.016770257790169482,0.014481848698984565,,,2006-07-14
2006-07-28,841.552,4.824,2.25,834.4780000000001,0.01581443981173886,0.013404346988326134,,,2006-07-21
2006-08-04,850.263,5.471,2.25,842.542,0.0216912473055347,0.01239847204801614,,,2006-07-28
2006-08-11,840.006,2.907,2.25,834.8489999999999,0.01625284306242914,0.012354210499227388,,,2006-08-04
2006-08-18,842.876,4.443,2.25,836.183,0.009997391037262306,0.011792382051208418,,,2006-08-11
2006-08-25,837.987,4.943,2.25,830.794,-0.0038167595507899023,0.010933189818662288,,,2006-08-18
2006-09-01,850.925,4.919,2.25,843.756,0.01441680420569708,0.010341121795056613,,,2006-08-25
2006-09-08,848.594,4.373,2.25,841.971,0.011753288029101083,0.009828892214635744,,,2006-09-01
2006-09-15,840.886,4.69,2.25,833.9459999999999,-0.004749204733315337,0.00803494260286763,,,2006-09-08
2006-09-22,838.192,5.216,2.25,830.726,-0.000737636648139437,0.008311857694346343,,,2006-09-15
2006-09-29,849.971,4.585,2.25,843.136,0.019558188902841597,0.010173793445227512,,,2006-09-22
2006-10-06,842.296,6.222,2.25,833.8240000000001,0.007400575455565811,0.010907243709207757,,,2006-09-29
2006-10-13,859.339,4.103,2.25,852.9860000000001,0.02698255022591361,0.011641075761077615,,,2006-10-06
2006-10-20,844.2,5.54,2.25,836.4100000000001,0.009071280213258554,0.011048846716699852,,,2006-10-13
2006-10-27,852.648,5.346,2.25,845.052,0.009918238668506833,0.010595292782605079,,,2006-10-20
2006-11-03,855.536,5.007,2.25,848.279,0.014100232362127893,0.010011368556189172,,,2006-10-27
2006-11-10,858.63,4.624,2.25,851.756,0.024400787551379352,0.01063813351687765,,,2006-11-03
2006-11-17,855.551,4.82,2.25,848.481,0.021000825995339836,0.011484551590575922,,,2006-11-10
2006-11-24,865.126,4.128,2.25,858.7479999999999,0.030666387398007623,0.014137101355868039,,,2006-11-17
2006-12-01,856.671,4.807,2.25,849.614,0.0034439554716485703,0.01329303606863354,,,2006-11-24
2006-12-08,862.178,4.523,2.25,855.405,0.016660008817166568,0.013670476129253959,,,2006-12-01
2006-12-15,853.851,4.5,2.25,847.101,0.009429265499441092,0.01476112768561984,,,2006-12-08
2006-12-22,865.01,5.436,2.25,857.324,0.02382697870933719,0.016650713482348808,,,2006-12-15
2006-12-29,869.988,4.47,2.25,863.268,0.03053439810538756,0.01749503726716004,,,2006-12-22
2007-01-05,874.626,6.156,2.25,866.22,0.026127428475250833,0.018935564422520423,,,2006-12-29
2007-01-12,854.819,4.999,2.25,847.5699999999999,0.012409586047254078,0.017814567178008153,,,2007-01-05
2007-01-19,859.363,5.533,2.25,851.58,0.010871725638434233,0.017953062979944742,,,2007-01-12
2007-01-26,851.755,5.412,2.25,844.093,0.011456298436285857,0.018071375269773902,,,2007-01-19
2007-02-02,865.73,6.053,2.25,857.427,0.01751253160488092,0.018333859826908747,,,2007-01-26
2007-02-09,855.057,5.255,2.25,847.552,0.015101324130218322,0.017618516486819436,,,2007-02-02
2007-02-16,867.199,5.102,2.25,859.847,0.027906977792257686,0.018149758932736196,,,2007-02-09
2007-02-23,869.235,5.304,2.25,861.681,0.036503262544333406,0.01859874932860741,,,2007-02-16
2007-03-02,877.409,5.194,2.25,869.965,0.030589627681761666,0.020686877960154566,,,2007-02-23
2007-03-09,864.505,4.449,2.25,857.806,0.018632394851794014,0.02083859996281822,,,2007-03-02
2007-03-16,876.108,5.113,2.25,868.7449999999999,0.040880989405703484,0.023257963340223023,,,2007-03-09
2007-03-23,863.067,4.721,2.25,856.096,0.030082502126400075,0.023739157449227857,,,2007-03-16
2007-03-30,869.803,4.772,2.25,862.781,0.023032619368439682,0.023162097546385714,,,2007-03-23
2007-04-06,862.319,4.973,2.25,855.096,0.02519139442203318,0.02309009492690743,,,2007-03-30
2007-04-13,865.441,4.758,2.25,858.433,0.00636549949778731,0.022625165192333065,,,2007-04-06
2007-04-20,861.335,5.235,2.25,853.85,0.020636610848328792,0.0233763102084788,,,2007-04-13
2007-04-27,879.686,12.25,2.25,865.186,0.023546348792913882,0.024306314082065572,,,2007-04-20
2007-05-04,890.857,25.35,5.75,859.757,0.013440200066816054,0.023993057809906734,,,2007-04-27
2007-05-11,875.27,4.726,5.75,864.794,0.015191227443797337,0.023999973449412813,,,2007-05-04
2007-05-18,859.559,4.125,1.5,853.934,0.006406215463402053,0.022346068654885455,,,2007-05-11
2007-05-25,873.935,4.312,1.5,868.1229999999999,0.010857895122933751,0.02037334808400856,,,2007-05-18
2007-06-01,876.986,4.637,1.5,870.849,0.024686469179095397,0.019919258968418847,,,2007-05-25
2007-06-08,872.706,5.396,1.5,865.8100000000001,0.012090443958393265,0.01941603197661879,,,2007-06-01
2007-06-15,864.989,4.742,1.5,858.7470000000001,0.013654418145696614,0.017321680341233645,,,2007-06-08
2007-06-22,866.089,6.022,1.5,858.567,0.0014488102302847596,0.015119088656917083,,,2007-06-15
2007-06-29,865.105,4.039,1.5,859.566,-0.004297576780741547,0.013016765876210836,,,2007-06-22
2007-07-06,876.611,4.117,1.5,870.994,0.005496170325243523,0.011501748637996245,,,2007-06-29
2007-07-13,869.407,4.914,1.5,862.993,0.01803314809671018,0.01239926006868262,,,2007-07-06
2007-07-20,872.916,4.1,1.5,867.316,0.018309938038214364,0.012220285237135356,,,2007-07-13
2007-07-27,863.89,4.931,1.5,857.459,0.015710686386926964,0.011617541975136363,,,2007-07-20
2007-08-03,870.261,4.769,1.5,863.992,0.007627465281035229,0.011170408530076299,,,2007-07-27
2007-08-10,865.453,4.67,1.5,859.283,0.013746126274235493,0.011059246901648464,,,2007-08-03
2007-08-17,864.931,5.109,1.5,858.322,-0.001775145984426095,0.010429911405661685,,,2007-08-10
2007-08-24,862.775,5.329,1.5,855.946,-0.006677842525763323,0.009081008509608064,,,2007-08-17
2007-08-31,872.873,4.924,1.5,866.4490000000001,-0.004049731003427502,0.006870531572490917,,,2007-08-24
2007-09-07,871.156,4.489,1.5,865.1669999999999,0.008544585185556636,0.006597773205349638,,,2007-08-31
2007-09-14,886.314,5.188,1.5,879.626,0.012447175667399559,0.006504908399326788,,,2007-09-07
2007-09-21,867.732,4.455,1.5,861.7769999999999,0.006614017112676277,0.006902232005664598,,,2007-09-14
2007-09-28,889.9,4.943,1.5,883.457,0.02368172756646001,0.009054486186218562,,,2007-09-21
2007-10-05,869.051,5.645,1.5,861.9060000000001,0.007932472658042571,0.009241894057972336,,,2007-09-28
2007-10-12,886.363,4.166,1.5,880.697,0.02560500523074271,0.009824344606744069,,,2007-10-05
2007-10-19,869.509,5.105,1.5,862.904,0.010547910701617475,0.009227265580852,,,2007-10-12
2007-10-26,881.395,4.737,1.5,875.158,0.011459928766915001,0.008900284225466465,,,2007-10-19
2007-11-02,883.385,4.307,1.5,877.578,0.020516049097580612,0.00989171374981611,,,2007-10-26
2007-11-09,885.724,4.902,1.5,879.322,0.016659827693579966,0.010115844628227223,,,2007-11-02
2007-11-16,889.537,5.54,1.5,882.4970000000001,0.03290148193855517,0.01278327754537963,,,2007-11-09
2007-11-23,891.028,5.324,1.5,884.2040000000001,0.018354395555029948,0.014708834320825263,,,2007-11-16
2007-11-30,879.417,4.711,1.5,873.206,0.0027028980564864076,0.015228267325434027,,,2007-11-23
2007-12-07,882.764,5.079,1.5,876.1850000000001,0.011911770901393254,0.015487281611267611,,,2007-11-30
2007-12-14,881.75,4.333,1.5,875.917,0.0197969875083119,0.016052651752876256,,,2007-12-07
2007-12-21,887.983,4.586,1.5,881.8969999999999,0.026810548751365845,0.01760623110969853,,,2007-12-14
2007-12-28,890.662,4.529,1.5,884.633,0.028745259029512804,0.017995733529933357,,,2007-12-21
2008-01-04,922.187,7.277,1.5,913.41,0.04754976060192447,0.021043217217924275,,,2007-12-28
2008-01-11,880.754,5.363,1.5,873.891,0.012549074108622178,0.020038914823915004,,,2008-01-04
2008-01-18,893.581,5.674,1.5,886.407,0.021772827496314935,0.02090236996196865,,,2008-01-11
2008-01-25,877.253,4.871,1.5,870.8820000000001,0.015533126724984416,0.021215692881820146,,,2008-01-18
2008-02-01,900.264,5.082,1.5,893.682,0.0337864976956765,0.02223649662013522,,,2008-01-25
2008-02-08,871.022,4.841,1.5,864.681,0.006262332207649993,0.021436689275063682,62.612612612612615,,2008-02-01
2008-02-15,883.005,4.979,1.5,876.526,0.02098704689639137,0.02052019427182031,54.7085201793722,62.612612612612615,2008-02-08
2008-02-22,878.949,4.525,1.5,872.924,0.01964120588199797,0.020619179681587083,55.357142857142854,54.7085201793722,2008-02-15
2008-02-29,893.825,5.103,1.5,887.2220000000001,0.023691982892330588,0.022233724668959714,65.33333333333333,55.357142857142854,2008-02-22
2008-03-07,881.208,4.794,1.5,874.914,0.0112030439316524,0.022179207209748877,65.04424778761062,65.33333333333333,2008-02-29
2008-03-14,896.565,5.249,1.5,889.816,0.011517882645011529,0.021542352989495004,62.99559471365639,65.04424778761062,2008-03-07
2008-03-21,888.646,5.364,7.25,876.0319999999999,0.016406083450724217,0.02074200950483026,55.70175438596491,62.99559471365639,2008-03-14
2008-03-28,893.965,4.944,7.25,881.7710000000001,-0.0019102354060601043,0.01838389454824773,37.99126637554585,55.70175438596491,2008-03-21
2008-04-04,883.708,6.013,3.75,873.9449999999999,0.013871228620083166,0.015793238241952244,27.82608695652174,37.99126637554585,2008-03-28
2008-04-11,893.029,3.437,3.75,885.842,0.005824965707041801,0.015275999134138369,26.83982683982684,27.82608695652174,2008-04-04
2008-04-18,881.904,4.614,3.75,873.54,0.01225047627842399,0.014543510578915989,24.137931034482758,26.83982683982684,2008-04-11
2008-04-25,885.781,5.57,3.75,876.4609999999999,0.00148776673505329,0.01346309827199821,21.888412017167383,24.137931034482758,2008-04-18
2008-05-02,888.131,4.955,3.75,879.4259999999999,0.0021035816440467914,0.011025950883411307,14.102564102564102,21.888412017167383,2008-04-25
2008-05-09,889.228,5.73,3.75,879.7479999999999,0.00048434685183406805,0.010581490471425469,12.340425531914894,14.102564102564102,2008-05-02
2008-05-16,880.175,4.02,3.75,872.405,-0.011501623741285924,0.008082361960834906,3.389830508474576,12.340425531914894,2008-05-09
2008-05-23,898.487,4.42,3.75,890.317,0.006889773839218855,0.007101482572928821,1.6877637130801688,3.389830508474576,2008-05-16
2008-05-30,904.054,4.415,3.75,895.889,0.025645025441872013,0.007251716615201238,2.100840336134454,1.6877637130801688,2008-05-23
2008-06-06,895.939,5.278,3.75,886.911,0.012167383202526019,0.0073258965591145924,2.510460251046025,2.100840336134454,2008-05-30
2008-06-13,890.61,4.369,3.75,882.491,0.007477252866178061,0.007015078883819711,1.6666666666666667,2.510460251046025,2008-06-06
2008-06-20,902.304,4.172,3.75,894.382,0.014057707832586726,0.006834434605501442,0.8298755186721992,1.6666666666666667,2008-06-13
2008-06-27,892.713,4.208,3.75,884.755,0.00013790078851369026,0.00699198354354558,2.0661157024793386,0.8298755186721992,2008-06-20
2008-07-04,902.962,4.139,3.75,895.073,-0.02027956960246295,0.0043649990648881865,0.0,2.0661157024793386,2008-06-27
2008-07-11,898.034,4.355,3.75,889.929,0.018186030343776808,0.00531585019079088,0.4098360655737705,0.0,2008-07-04
2008-07-18,910.681,4.036,3.75,902.8950000000001,0.018430054512532185,0.005791202362645357,0.8163265306122449,0.4098360655737705,2008-07-11
2008-07-25,899.665,6.72,3.75,889.1949999999999,0.02081006783139012,0.007277533216209728,4.878048780487805,0.8163265306122449,2008-07-18
2008-08-01,918.625,4.271,3.75,910.604,0.01875810840153278,0.008558650659093265,8.502024291497976,4.878048780487805,2008-07-25
2008-08-08,901.71,4.798,3.75,893.162,0.03240732261137768,0.01101426417905816,18.548387096774192,8.502024291497976,2008-08-01
2008-08-15,914.632,4.715,3.75,906.1669999999999,0.03325724841226393,0.014457254344715838,28.514056224899598,18.548387096774192,2008-08-08
2008-08-22,898.611,5.177,3.75,889.684,0.019017847577336513,0.015390183093801812,32.8,28.514056224899598,2008-08-15
2008-08-29,909.982,4.989,3.75,901.2429999999999,0.015679688735472583,0.01462361873177109,29.48207171314741,32.8,2008-08-22
2008-09-05,905.253,5.606,3.75,895.897,0.023699855196942777,0.015510731962110839,33.73015873015873,29.48207171314741,2008-08-29
2008-09-12,925.725,5.412,3.75,916.563,0.029616104908990533,0.01721372058078872,37.944664031620555,33.73015873015873,2008-09-05
2008-09-19,995.093,5.512,3.75,985.831,0.11808232036816166,0.025215613852756023,80.70866141732283,37.944664031620555,2008-09-12
2008-09-26,1211.825,5.175,25.0,1181.65,0.29273466071928245,0.04772305692435362,100.0,80.70866141732283,2008-09-19
2008-10-03,1503.989,5.278,20.0,1478.711,0.5259085967047987,0.08973753125568143,100.0,100.0,2008-09-26
2008-10-10,1591.587,5.544,25.0,1561.043,0.5665708614492563,0.13192097980225675,100.0,100.0,2008-10-03
2008-10-17,1770.809,23.983,25.0,1721.826,0.6785867132727995,0.18270226124535427,100.0,100.0,2008-10-10
2008-10-24,1802.602,55.625,25.0,1721.977,0.6753361201161584,0.2330504191134134,100.0,100.0,2008-10-17
2008-10-31,1969.086,19.484,25.0,1924.602,0.7832050501761589,0.29185403001915383,100.0,100.0,2008-10-24
2008-11-07,2074.205,18.652,25.0,2030.5529999999999,0.8364279459050433,0.3537017702725127,100.0,100.0,2008-10-31
2008-11-14,2212.852,52.985,25.0,2134.8669999999997,0.8949058630133782,0.4199824329341369,100.0,100.0,2008-11-07
